,region,edad_ingreso,egreso_em,prom_lem,tipo_estudio,tipo_colegio,genero,año_ingreso,codigo_carrera,tipo_renuncia,año,semestre,nombre_carrera
815,VIII - BIO-BIO,22,2017,5.7,Educacion Basica,Municipal,Masculino,2021,1446114,No desertor,2021,1,Ingenieria en Informatica
816,VIII - BIO-BIO,21,2018,5.8,Educacion Basica,Municipal,Masculino,2021,1446114,No desertor,2021,1,Ingenieria en Informatica
817,VIII - BIO-BIO,18,2020,6.2,Educacion Basica,Municipal,Masculino,2021,1446114,No desertor,2021,2,Ingenieria en Informatica
818,VIII - BIO-BIO,21,2018,5.8,Educacion Basica,Municipal,Masculino,2021,1446114,No desertor,2021,2,Ingenieria en Informatica
819,VIII - BIO-BIO,22,2017,5.7,Educacion Basica,Municipal,Masculino,2021,1446114,No desertor,2021,2,Ingenieria en Informatica
820,VIII - BIO-BIO,18,2020,6.2,Educacion Basica,Municipal,Masculino,2021,1446114,No desertor,2022,1,Ingenieria en Informatica
821,VIII - BIO-BIO,21,2018,5.8,Educacion Basica,Municipal,Masculino,2021,1446114,No desertor,2022,1,Ingenieria en Informatica
822,VIII - BIO-BIO,21,2018,5.8,Educacion Basica,Municipal,Masculino,2021,1446114,No desertor,2022,2,Ingenieria en Informatica
823,VIII - BIO-BIO,18,2020,6.2,Educacion Basica,Municipal,Masculino,2021,1446114,No desertor,2022,2,Ingenieria en Informatica
824,VIII - BIO-BIO,19,2021,5.6,Educacion Basica,Municipal,Masculino,2022,1446214,No desertor,2022,1,Ingenieria en Conectividad y Redes
825,VIII - BIO-BIO,19,2021,6.4,Educacion Basica,Municipal,Masculino,2022,1446214,No desertor,2022,1,Ingenieria en Conectividad y Redes
826,VIII - BIO-BIO,19,2021,5.6,Educacion Basica,Municipal,Masculino,2022,1446214,No desertor,2022,2,Ingenieria en Conectividad y Redes
827,VIII - BIO-BIO,19,2021,6.4,Educacion Basica,Municipal,Masculino,2022,1446214,No desertor,2022,2,Ingenieria en Conectividad y Redes
828,VIII - BIO-BIO,19,2020,5.8,Educacion Basica,Municipal,Masculino,2021,1446114,No desertor,2021,1,Ingenieria en Informatica
829,VIII - BIO-BIO,19,2020,5.8,Educacion Basica,Municipal,Masculino,2021,1446114,No desertor,2021,2,Ingenieria en Informatica
830,VIII - BIO-BIO,19,2020,5.8,Educacion Basica,Municipal,Masculino,2021,1446114,No desertor,2022,1,Ingenieria en Informatica
831,VIII - BIO-BIO,19,2020,5.8,Educacion Basica,Municipal,Masculino,2021,1446114,No desertor,2022,2,Ingenieria en Informatica
832,VIII - BIO-BIO,25,2015,6.2,Educacion Basica,Municipal,Masculino,2022,1446214,No desertor,2022,1,Ingenieria en Conectividad y Redes
833,VIII - BIO-BIO,25,2015,6.2,Educacion Basica,Municipal,Masculino,2022,1446214,No desertor,2022,2,Ingenieria en Conectividad y Redes
834,VIII - BIO-BIO,19,2016,5.8,Educacion Basica,Municipal,Masculino,2018,1446103,No desertor,2021,1,Ingenieria en Informatica
835,VIII - BIO-BIO,18,2023,5.8,Educacion Basica,Municipal,Masculino,2023,1446214,No desertor,2023,1,Ingenieria en Conectividad y Redes
836,VIII - BIO-BIO,18,2023,5.8,Educacion Basica,Municipal,Masculino,2023,1446214,No desertor,2023,2,Ingenieria en Conectividad y Redes
837,VIII - BIO-BIO,18,2017,5.9,Tecnico Profesional,Municipal,Masculino,2018,1446202,No desertor,2021,1,Ingenieria en Conectividad y Redes
838,VIII - BIO-BIO,18,2016,5.2,Tecnico Profesional,Municipal,Masculino,2017,1446202,No desertor,2021,1,Ingenieria en Conectividad y Redes
839,VIII - BIO-BIO,21,2015,5.3,Tecnico Profesional,Municipal,Masculino,2018,1446202,No desertor,2021,1,Ingenieria en Conectividad y Redes
840,VIII - BIO-BIO,18,2017,5.9,Tecnico Profesional,Municipal,Masculino,2018,1446202,No desertor,2021,2,Ingenieria en Conectividad y Redes
841,VIII - BIO-BIO,21,2015,5.3,Tecnico Profesional,Municipal,Masculino,2018,1446202,No desertor,2021,2,Ingenieria en Conectividad y Redes
842,VIII - BIO-BIO,21,2015,5.3,Tecnico Profesional,Municipal,Masculino,2018,1446202,No desertor,2022,1,Ingenieria en Conectividad y Redes
843,VIII - BIO-BIO,18,2016,5.2,Tecnico Profesional,Municipal,Masculino,2017,1446202,No desertor,2022,1,Ingenieria en Conectividad y Redes
844,VIII - BIO-BIO,18,2016,5.2,Tecnico Profesional,Municipal,Masculino,2017,1446202,No desertor,2022,2,Ingenieria en Conectividad y Redes
845,VIII - BIO-BIO,21,2015,5.3,Tecnico Profesional,Municipal,Masculino,2018,1446202,No desertor,2022,2,Ingenieria en Conectividad y Redes
846,VIII - BIO-BIO,26,2015,5.1,Tecnico Profesional,Municipal,Masculino,2022,1444718,Desertor,2022,1,Analista Programador Computacional
847,VIII - BIO-BIO,20,2019,5.3,Tecnico Profesional,Municipal,Masculino,2021,1444718,No desertor,2021,1,Analista Programador Computacional
848,VIII - BIO-BIO,20,2019,5.3,Tecnico Profesional,Municipal,Masculino,2021,1444718,No desertor,2021,2,Analista Programador Computacional
849,VIII - BIO-BIO,20,2019,5.3,Tecnico Profesional,Municipal,Masculino,2021,1444718,No desertor,2022,1,Analista Programador Computacional
850,VIII - BIO-BIO,20,2019,5.3,Tecnico Profesional,Municipal,Masculino,2021,1444718,No desertor,2022,2,Analista Programador Computacional
851,VIII - BIO-BIO,19,2018,5.6,Tecnico Profesional,Municipal,Masculino,2022,1446114,No desertor,2022,1,Ingenieria en Informatica
852,VIII - BIO-BIO,19,2018,5.6,Tecnico Profesional,Municipal,Masculino,2022,1446114,No desertor,2022,2,Ingenieria en Informatica
853,VIII - BIO-BIO,22,2013,5.6,Tecnico Profesional,Municipal,Masculino,2018,1446103,No desertor,2021,1,Ingenieria en Informatica
854,VIII - BIO-BIO,22,2013,5.6,Tecnico Profesional,Municipal,Masculino,2018,1446103,No desertor,2021,2,Ingenieria en Informatica
855,VIII - BIO-BIO,22,2013,5.6,Tecnico Profesional,Municipal,Masculino,2018,1446103,No desertor,2022,1,Ingenieria en Informatica
856,VIII - BIO-BIO,22,2013,5.6,Tecnico Profesional,Municipal,Masculino,2018,1446103,No desertor,2022,2,Ingenieria en Informatica
857,VIII - BIO-BIO,19,2017,5.5,Tecnico Profesional,Municipal,Masculino,2018,1446103,No desertor,2021,1,Ingenieria en Informatica
858,VIII - BIO-BIO,19,2017,5.5,Tecnico Profesional,Municipal,Masculino,2018,1446103,No desertor,2021,2,Ingenieria en Informatica
859,VIII - BIO-BIO,22,2016,5.0,Tecnico Profesional,Municipal,Masculino,2021,1444707,No desertor,2021,1,Analista Programador Computacional
860,VIII - BIO-BIO,21,2017,5.8,Tecnico Profesional,Municipal,Masculino,2019,1444707,No desertor,2021,2,Analista Programador Computacional
861,VIII - BIO-BIO,21,2017,5.8,Tecnico Profesional,Municipal,Masculino,2019,1444707,No desertor,2022,1,Analista Programador Computacional
862,VIII - BIO-BIO,21,2017,5.4,Tecnico Profesional,Municipal,Masculino,2020,1446214,No desertor,2021,1,Ingenieria en Conectividad y Redes
863,VIII - BIO-BIO,20,2017,5.6,Tecnico Profesional,Municipal,Masculino,2019,1446213,No desertor,2021,1,Ingenieria en Conectividad y Redes
864,VIII - BIO-BIO,20,2017,5.6,Tecnico Profesional,Municipal,Masculino,2019,1446213,No desertor,2021,2,Ingenieria en Conectividad y Redes
865,VIII - BIO-BIO,20,2017,5.6,Tecnico Profesional,Municipal,Masculino,2019,1446213,No desertor,2022,1,Ingenieria en Conectividad y Redes
866,VIII - BIO-BIO,20,2017,5.6,Tecnico Profesional,Municipal,Masculino,2019,1446213,No desertor,2022,2,Ingenieria en Conectividad y Redes
867,VIII - BIO-BIO,22,2015,5.1,Tecnico Profesional,Municipal,Masculino,2020,1446114,No desertor,2021,1,Ingenieria en Informatica
868,VIII - BIO-BIO,28,2019,4.9,Tecnico Profesional,Municipal,Masculino,2021,1446114,No desertor,2021,1,Ingenieria en Informatica
869,VIII - BIO-BIO,30,2009,6.1,Tecnico Profesional,Municipal,Masculino,2022,1446114,No desertor,2022,1,Ingenieria en Informatica
870,VIII - BIO-BIO,22,2015,5.1,Tecnico Profesional,Municipal,Masculino,2020,1446114,No desertor,2022,1,Ingenieria en Informatica
871,VIII - BIO-BIO,30,2009,6.1,Tecnico Profesional,Municipal,Masculino,2022,1446114,No desertor,2022,2,Ingenieria en Informatica
872,VIII - BIO-BIO,22,2015,5.1,Tecnico Profesional,Municipal,Masculino,2020,1446114,No desertor,2022,2,Ingenieria en Informatica
873,XI - AYSEN,24,2014,5.2,Tecnico Profesional,Municipal,Masculino,2020,1446114,No desertor,2021,1,Ingenieria en Informatica
874,VIII - BIO-BIO,28,2008,6.2,Tecnico Profesional,Municipal,Masculino,2018,1446202,No desertor,2021,1,Ingenieria en Conectividad y Redes
875,VIII - BIO-BIO,20,2014,5.2,Tecnico Profesional,Municipal,Masculino,2016,1446102,No desertor,2021,1,Ingenieria en Informatica
876,VIII - BIO-BIO,31,2008,6.2,Tecnico Profesional,Municipal,Masculino,2021,1444306,No desertor,2021,1,Administracion de Redes Computacionales
877,XVI - DE ÑUBLE,19,2018,5.3,Tecnico Profesional,Municipal,Masculino,2019,1444707,No desertor,2021,1,Analista Programador Computacional
878,XVI - DE ÑUBLE,21,2017,5.8,Tecnico Profesional,Municipal,Masculino,2020,1446114,No desertor,2021,1,Ingenieria en Informatica
879,XVI - DE ÑUBLE,21,2017,5.8,Tecnico Profesional,Municipal,Masculino,2020,1446114,No desertor,2021,2,Ingenieria en Informatica
880,XVI - DE ÑUBLE,19,2020,5.5,Tecnico Profesional,Municipal,Masculino,2022,1446114,No desertor,2022,1,Ingenieria en Informatica
881,XVI - DE ÑUBLE,19,2021,5.8,Tecnico Profesional,Municipal,Masculino,2022,1446114,No desertor,2022,1,Ingenieria en Informatica
882,XVI - DE ÑUBLE,21,2017,5.8,Tecnico Profesional,Municipal,Masculino,2020,1446114,No desertor,2022,1,Ingenieria en Informatica
883,XVI - DE ÑUBLE,19,2020,5.5,Tecnico Profesional,Municipal,Masculino,2022,1446114,No desertor,2022,2,Ingenieria en Informatica
884,XVI - DE ÑUBLE,19,2021,5.8,Tecnico Profesional,Municipal,Masculino,2022,1446114,No desertor,2022,2,Ingenieria en Informatica
885,XVI - DE ÑUBLE,21,2017,5.8,Tecnico Profesional,Municipal,Masculino,2020,1446114,No desertor,2022,2,Ingenieria en Informatica
886,VIII - BIO-BIO,26,2010,5.0,Tecnico Profesional,Municipal,Masculino,2018,1446202,No desertor,2021,1,Ingenieria en Conectividad y Redes
887,VIII - BIO-BIO,25,2017,5.7,Tecnico Profesional,Municipal,Masculino,2022,1444718,No desertor,2022,1,Analista Programador Computacional
888,VIII - BIO-BIO,21,2015,5.5,Tecnico Profesional,Municipal,Masculino,2020,1446213,No desertor,2021,1,Ingenieria en Conectividad y Redes
889,VIII - BIO-BIO,21,2015,5.5,Tecnico Profesional,Municipal,Masculino,2020,1446213,No desertor,2021,2,Ingenieria en Conectividad y Redes
890,VIII - BIO-BIO,21,2015,5.5,Tecnico Profesional,Municipal,Masculino,2020,1446213,No desertor,2022,1,Ingenieria en Conectividad y Redes
891,VIII - BIO-BIO,21,2015,5.5,Tecnico Profesional,Municipal,Masculino,2020,1446213,No desertor,2022,2,Ingenieria en Conectividad y Redes
892,VIII - BIO-BIO,27,2009,5.8,Tecnico Profesional,Municipal,Masculino,2019,1446102,No desertor,2021,1,Ingenieria en Informatica
893,VIII - BIO-BIO,27,2009,5.8,Tecnico Profesional,Municipal,Masculino,2019,1446102,No desertor,2021,2,Ingenieria en Informatica
894,VIII - BIO-BIO,27,2009,5.8,Tecnico Profesional,Municipal,Masculino,2019,1446102,No desertor,2022,1,Ingenieria en Informatica
895,VIII - BIO-BIO,27,2009,5.8,Tecnico Profesional,Municipal,Masculino,2019,1446102,No desertor,2022,2,Ingenieria en Informatica
896,VIII - BIO-BIO,27,2009,5.8,Tecnico Profesional,Municipal,Masculino,2019,1446102,No desertor,2023,1,Ingenieria en Informatica
897,VIII - BIO-BIO,27,2009,5.8,Tecnico Profesional,Municipal,Masculino,2019,1446102,No desertor,2023,2,Ingenieria en Informatica
898,VIII - BIO-BIO,23,2017,5.7,Tecnico Profesional,Municipal,Masculino,2020,1446114,No desertor,2022,1,Ingenieria en Informatica
899,VIII - BIO-BIO,24,2013,5.4,Tecnico Profesional,Municipal,Masculino,2019,1446103,No desertor,2021,1,Ingenieria en Informatica
900,VIII - BIO-BIO,24,2013,5.4,Tecnico Profesional,Municipal,Masculino,2019,1446103,No desertor,2021,2,Ingenieria en Informatica
901,VIII - BIO-BIO,24,2013,5.4,Tecnico Profesional,Municipal,Masculino,2019,1446103,No desertor,2022,1,Ingenieria en Informatica
902,VIII - BIO-BIO,24,2013,5.4,Tecnico Profesional,Municipal,Masculino,2019,1446103,No desertor,2022,2,Ingenieria en Informatica
903,VIII - BIO-BIO,20,2019,5.6,Tecnico Profesional,Municipal,Masculino,2021,1446114,No desertor,2023,1,Ingenieria en Informatica
904,VIII - BIO-BIO,20,2019,5.6,Tecnico Profesional,Municipal,Masculino,2021,1446114,No desertor,2023,2,Ingenieria en Informatica
905,VIII - BIO-BIO,26,2014,4.9,Tecnico Profesional,Municipal,Masculino,2021,1446103,No desertor,2021,2,Ingenieria en Informatica
906,VIII - BIO-BIO,22,2017,5.3,Tecnico Profesional,Municipal,Masculino,2021,1444718,Desertor,2021,1,Analista Programador Computacional
907,VIII - BIO-BIO,19,2020,6.0,Tecnico Profesional,Municipal,Masculino,2021,1446214,No desertor,2021,1,Ingenieria en Conectividad y Redes
908,VIII - BIO-BIO,19,2020,6.0,Tecnico Profesional,Municipal,Masculino,2021,1446214,No desertor,2021,2,Ingenieria en Conectividad y Redes
909,VIII - BIO-BIO,19,2020,6.0,Tecnico Profesional,Municipal,Masculino,2021,1446214,No desertor,2022,1,Ingenieria en Conectividad y Redes
910,VIII - BIO-BIO,19,2020,6.0,Tecnico Profesional,Municipal,Masculino,2021,1446214,No desertor,2022,2,Ingenieria en Conectividad y Redes
911,VIII - BIO-BIO,19,2020,6.0,Tecnico Profesional,Municipal,Masculino,2021,1446214,No desertor,2023,1,Ingenieria en Conectividad y Redes
912,VIII - BIO-BIO,19,2020,6.0,Tecnico Profesional,Municipal,Masculino,2021,1446214,No desertor,2023,2,Ingenieria en Conectividad y Redes
913,VIII - BIO-BIO,23,2017,5.7,Tecnico Profesional,Municipal,Masculino,2020,1446114,No desertor,2021,1,Ingenieria en Informatica
914,VIII - BIO-BIO,23,2017,5.7,Tecnico Profesional,Municipal,Masculino,2020,1446114,No desertor,2021,2,Ingenieria en Informatica
915,VIII - BIO-BIO,29,2011,5.2,Tecnico Profesional,Municipal,Masculino,2023,1446114,No desertor,2023,1,Ingenieria en Informatica
916,VIII - BIO-BIO,29,2011,5.2,Tecnico Profesional,Municipal,Masculino,2023,1446114,No desertor,2023,2,Ingenieria en Informatica
917,VIII - BIO-BIO,22,2016,5.7,Tecnico Profesional,Municipal,Masculino,2020,1446114,No desertor,2021,1,Ingenieria en Informatica
918,VIII - BIO-BIO,22,2017,5.1,Tecnico Profesional,Municipal,Masculino,2021,1446114,No desertor,2021,1,Ingenieria en Informatica
919,VIII - BIO-BIO,22,2016,5.7,Tecnico Profesional,Municipal,Masculino,2020,1446114,No desertor,2021,2,Ingenieria en Informatica
920,VIII - BIO-BIO,22,2017,5.1,Tecnico Profesional,Municipal,Masculino,2021,1446114,No desertor,2021,2,Ingenieria en Informatica
921,VIII - BIO-BIO,22,2017,5.1,Tecnico Profesional,Municipal,Masculino,2021,1446114,No desertor,2022,1,Ingenieria en Informatica
922,VIII - BIO-BIO,20,2020,5.4,Tecnico Profesional,Municipal,Masculino,2022,1446114,No desertor,2022,1,Ingenieria en Informatica
923,VIII - BIO-BIO,20,2019,5.9,Tecnico Profesional,Municipal,Masculino,2022,1446114,No desertor,2022,1,Ingenieria en Informatica
924,VIII - BIO-BIO,22,2016,5.7,Tecnico Profesional,Municipal,Masculino,2020,1446114,No desertor,2022,1,Ingenieria en Informatica
925,VIII - BIO-BIO,22,2017,5.1,Tecnico Profesional,Municipal,Masculino,2021,1446114,No desertor,2022,2,Ingenieria en Informatica
926,VIII - BIO-BIO,20,2020,5.4,Tecnico Profesional,Municipal,Masculino,2022,1446114,No desertor,2022,2,Ingenieria en Informatica
927,VIII - BIO-BIO,20,2019,5.9,Tecnico Profesional,Municipal,Masculino,2022,1446114,No desertor,2022,2,Ingenieria en Informatica
928,VIII - BIO-BIO,22,2016,5.7,Tecnico Profesional,Municipal,Masculino,2020,1446114,No desertor,2022,2,Ingenieria en Informatica
929,VIII - BIO-BIO,18,2015,5.4,Tecnico Profesional,Municipal,Masculino,2016,1444706,No desertor,2021,1,Analista Programador Computacional
930,VIII - BIO-BIO,19,2015,5.6,Tecnico Profesional,Municipal,Masculino,2017,1446202,No desertor,2021,1,Ingenieria en Conectividad y Redes
931,VIII - BIO-BIO,23,2015,5.6,Tecnico Profesional,Municipal,Masculino,2021,1444306,No desertor,2021,1,Administracion de Redes Computacionales
932,VIII - BIO-BIO,19,2021,5.4,Tecnico Profesional,Municipal,Masculino,2022,1444718,No desertor,2022,1,Analista Programador Computacional
933,VIII - BIO-BIO,19,2021,5.4,Tecnico Profesional,Municipal,Masculino,2022,1444718,No desertor,2022,2,Analista Programador Computacional
934,VIII - BIO-BIO,21,2019,5.2,Tecnico Profesional,Municipal,Masculino,2022,1446214,No desertor,2022,1,Ingenieria en Conectividad y Redes
935,VIII - BIO-BIO,21,2019,5.2,Tecnico Profesional,Municipal,Masculino,2022,1446214,No desertor,2022,2,Ingenieria en Conectividad y Redes
936,VIII - BIO-BIO,21,2019,5.2,Tecnico Profesional,Municipal,Masculino,2022,1446214,No desertor,2023,1,Ingenieria en Conectividad y Redes
937,VIII - BIO-BIO,21,2019,5.2,Tecnico Profesional,Municipal,Masculino,2022,1446214,No desertor,2023,2,Ingenieria en Conectividad y Redes
938,VIII - BIO-BIO,25,2013,5.0,Tecnico Profesional,Municipal,Masculino,2020,1446114,No desertor,2021,1,Ingenieria en Informatica
939,VIII - BIO-BIO,20,2019,5.7,Tecnico Profesional,Municipal,Masculino,2021,1446114,No desertor,2021,1,Ingenieria en Informatica
940,VIII - BIO-BIO,18,2020,5.3,Tecnico Profesional,Municipal,Masculino,2021,1446114,No desertor,2021,1,Ingenieria en Informatica
941,VIII - BIO-BIO,25,2013,5.0,Tecnico Profesional,Municipal,Masculino,2020,1446114,No desertor,2021,2,Ingenieria en Informatica
942,VIII - BIO-BIO,20,2019,5.7,Tecnico Profesional,Municipal,Masculino,2021,1446114,No desertor,2021,2,Ingenieria en Informatica
943,VIII - BIO-BIO,18,2020,5.3,Tecnico Profesional,Municipal,Masculino,2021,1446114,No desertor,2021,2,Ingenieria en Informatica
944,VIII - BIO-BIO,20,2020,6.4,Tecnico Profesional,Municipal,Masculino,2022,1446114,No desertor,2022,1,Ingenieria en Informatica
945,VIII - BIO-BIO,21,2018,5.1,Tecnico Profesional,Municipal,Masculino,2022,1446114,No desertor,2022,1,Ingenieria en Informatica
946,VIII - BIO-BIO,20,2020,5.8,Tecnico Profesional,Municipal,Masculino,2022,1446114,No desertor,2022,1,Ingenieria en Informatica
947,VIII - BIO-BIO,20,2017,5.1,Tecnico Profesional,Municipal,Masculino,2022,1446114,No desertor,2022,1,Ingenieria en Informatica
948,VIII - BIO-BIO,20,2019,5.7,Tecnico Profesional,Municipal,Masculino,2021,1446114,No desertor,2022,1,Ingenieria en Informatica
949,VIII - BIO-BIO,18,2020,5.3,Tecnico Profesional,Municipal,Masculino,2021,1446114,No desertor,2022,1,Ingenieria en Informatica
950,VIII - BIO-BIO,19,2021,5.8,Tecnico Profesional,Municipal,Masculino,2022,1446114,No desertor,2022,1,Ingenieria en Informatica
951,VIII - BIO-BIO,25,2013,5.0,Tecnico Profesional,Municipal,Masculino,2020,1446114,No desertor,2022,1,Ingenieria en Informatica
952,VIII - BIO-BIO,20,2020,6.4,Tecnico Profesional,Municipal,Masculino,2022,1446114,No desertor,2022,2,Ingenieria en Informatica
953,VIII - BIO-BIO,20,2019,5.7,Tecnico Profesional,Municipal,Masculino,2021,1446114,No desertor,2022,2,Ingenieria en Informatica
954,VIII - BIO-BIO,19,2021,5.8,Tecnico Profesional,Municipal,Masculino,2022,1446114,No desertor,2022,2,Ingenieria en Informatica
955,VIII - BIO-BIO,18,2020,5.3,Tecnico Profesional,Municipal,Masculino,2021,1446114,No desertor,2022,2,Ingenieria en Informatica
956,VIII - BIO-BIO,25,2013,5.0,Tecnico Profesional,Municipal,Masculino,2020,1446114,No desertor,2022,2,Ingenieria en Informatica
957,VIII - BIO-BIO,19,2021,5.8,Tecnico Profesional,Municipal,Masculino,2022,1446114,No desertor,2023,1,Ingenieria en Informatica
958,VIII - BIO-BIO,19,2022,6.6,Tecnico Profesional,Municipal,Masculino,2023,1446114,No desertor,2023,1,Ingenieria en Informatica
959,VIII - BIO-BIO,25,2013,5.0,Tecnico Profesional,Municipal,Masculino,2020,1446114,No desertor,2023,1,Ingenieria en Informatica
960,VIII - BIO-BIO,20,2020,6.4,Tecnico Profesional,Municipal,Masculino,2022,1446114,No desertor,2023,1,Ingenieria en Informatica
961,VIII - BIO-BIO,19,2021,5.8,Tecnico Profesional,Municipal,Masculino,2022,1446114,No desertor,2023,2,Ingenieria en Informatica
962,VIII - BIO-BIO,19,2022,6.6,Tecnico Profesional,Municipal,Masculino,2023,1446114,No desertor,2023,2,Ingenieria en Informatica
963,VIII - BIO-BIO,25,2013,5.0,Tecnico Profesional,Municipal,Masculino,2020,1446114,No desertor,2023,2,Ingenieria en Informatica
964,VIII - BIO-BIO,22,2017,6.4,Tecnico Profesional,Municipal,Masculino,2018,1446202,No desertor,2021,1,Ingenieria en Conectividad y Redes
965,VIII - BIO-BIO,22,2017,6.4,Tecnico Profesional,Municipal,Masculino,2018,1446202,No desertor,2021,2,Ingenieria en Conectividad y Redes
966,VIII - BIO-BIO,20,2021,5.6,Tecnico Profesional,Municipal,Masculino,2022,1444718,No desertor,2022,1,Analista Programador Computacional
967,VIII - BIO-BIO,20,2021,5.6,Tecnico Profesional,Municipal,Masculino,2022,1444718,No desertor,2022,2,Analista Programador Computacional
968,VIII - BIO-BIO,20,2018,5.5,Tecnico Profesional,Municipal,Masculino,2020,1446214,No desertor,2021,1,Ingenieria en Conectividad y Redes
969,VIII - BIO-BIO,20,2018,5.5,Tecnico Profesional,Municipal,Masculino,2020,1446214,No desertor,2021,2,Ingenieria en Conectividad y Redes
970,VIII - BIO-BIO,20,2018,5.5,Tecnico Profesional,Municipal,Masculino,2020,1446214,No desertor,2022,1,Ingenieria en Conectividad y Redes
971,VIII - BIO-BIO,20,2018,5.5,Tecnico Profesional,Municipal,Masculino,2020,1446214,No desertor,2022,2,Ingenieria en Conectividad y Redes
972,VIII - BIO-BIO,19,2021,6.0,Tecnico Profesional,Municipal,Masculino,2022,1446114,No desertor,2022,1,Ingenieria en Informatica
973,VIII - BIO-BIO,19,2021,6.0,Tecnico Profesional,Municipal,Masculino,2022,1446114,No desertor,2022,2,Ingenieria en Informatica
974,X - DE LOS LAGOS,20,2015,5.7,Tecnico Profesional,Municipal,Masculino,2017,1446202,No desertor,2021,1,Ingenieria en Conectividad y Redes
975,X - DE LOS LAGOS,20,2015,5.7,Tecnico Profesional,Municipal,Masculino,2017,1446202,No desertor,2021,2,Ingenieria en Conectividad y Redes
976,III - ATACAMA,19,2021,5.6,Tecnico Profesional,Municipal,Masculino,2022,1446114,No desertor,2022,1,Ingenieria en Informatica
977,III - ATACAMA,19,2021,5.6,Tecnico Profesional,Municipal,Masculino,2022,1446114,No desertor,2022,2,Ingenieria en Informatica
978,VIII - BIO-BIO,20,2016,5.3,Tecnico Profesional,Municipal,Masculino,2018,1444707,No desertor,2021,1,Analista Programador Computacional
979,VIII - BIO-BIO,20,2016,5.3,Tecnico Profesional,Municipal,Masculino,2018,1444707,No desertor,2021,2,Analista Programador Computacional
980,VIII - BIO-BIO,25,2016,5.3,Tecnico Profesional,Municipal,Masculino,2022,1444510,No desertor,2022,1,Administracion de Redes y Telecomunicaciones
981,VIII - BIO-BIO,22,2016,5.3,Tecnico Profesional,Municipal,Masculino,2019,1446213,No desertor,2021,1,Ingenieria en Conectividad y Redes
982,VIII - BIO-BIO,22,2016,5.3,Tecnico Profesional,Municipal,Masculino,2019,1446213,No desertor,2022,1,Ingenieria en Conectividad y Redes
983,VIII - BIO-BIO,22,2018,5.2,Tecnico Profesional,Municipal,Masculino,2021,1446114,No desertor,2021,1,Ingenieria en Informatica
984,VIII - BIO-BIO,22,2017,5.1,Tecnico Profesional,Municipal,Masculino,2020,1446114,No desertor,2021,1,Ingenieria en Informatica
985,VIII - BIO-BIO,22,2018,5.2,Tecnico Profesional,Municipal,Masculino,2021,1446114,No desertor,2021,2,Ingenieria en Informatica
986,VIII - BIO-BIO,22,2017,5.1,Tecnico Profesional,Municipal,Masculino,2020,1446114,No desertor,2021,2,Ingenieria en Informatica
987,VIII - BIO-BIO,22,2017,5.1,Tecnico Profesional,Municipal,Masculino,2020,1446114,No desertor,2022,1,Ingenieria en Informatica
988,VIII - BIO-BIO,22,2018,5.2,Tecnico Profesional,Municipal,Masculino,2021,1446114,No desertor,2022,1,Ingenieria en Informatica
989,VIII - BIO-BIO,22,2017,5.1,Tecnico Profesional,Municipal,Masculino,2020,1446114,No desertor,2022,2,Ingenieria en Informatica
990,VIII - BIO-BIO,22,2018,5.2,Tecnico Profesional,Municipal,Masculino,2021,1446114,No desertor,2022,2,Ingenieria en Informatica
991,VIII - BIO-BIO,22,2018,5.2,Tecnico Profesional,Municipal,Masculino,2021,1446114,No desertor,2023,1,Ingenieria en Informatica
992,VIII - BIO-BIO,22,2018,5.2,Tecnico Profesional,Municipal,Masculino,2021,1446114,No desertor,2023,2,Ingenieria en Informatica
993,VIII - BIO-BIO,26,2010,5.0,Tecnico Profesional,Municipal,Masculino,2018,1446202,No desertor,2021,2,Ingenieria en Conectividad y Redes
994,VIII - BIO-BIO,28,2012,5.3,Tecnico Profesional,Municipal,Masculino,2020,1446103,No desertor,2021,1,Ingenieria en Informatica
995,VIII - BIO-BIO,28,2012,5.3,Tecnico Profesional,Municipal,Masculino,2020,1446103,No desertor,2021,2,Ingenieria en Informatica
996,VIII - BIO-BIO,28,2012,5.3,Tecnico Profesional,Municipal,Masculino,2020,1446103,No desertor,2022,1,Ingenieria en Informatica
997,VIII - BIO-BIO,22,2019,5.2,Tecnico Profesional,Municipal,Masculino,2021,1446114,Renuncia,2021,1,Ingenieria en Informatica
998,VIII - BIO-BIO,22,2019,5.2,Tecnico Profesional,Municipal,Masculino,2021,1446114,Renuncia,2021,2,Ingenieria en Informatica
999,VIII - BIO-BIO,23,2018,5.9,Tecnico Profesional,Municipal,Masculino,2022,1446114,No desertor,2022,1,Ingenieria en Informatica
1000,VIII - BIO-BIO,23,2018,5.9,Tecnico Profesional,Municipal,Masculino,2022,1446114,No desertor,2022,2,Ingenieria en Informatica
1001,VIII - BIO-BIO,19,2019,5.5,Tecnico Profesional,Municipal,Masculino,2020,1446114,No desertor,2021,1,Ingenieria en Informatica
1002,VIII - BIO-BIO,20,2020,5.5,Tecnico Profesional,Municipal,Masculino,2021,1446114,No desertor,2021,1,Ingenieria en Informatica
1003,VIII - BIO-BIO,19,2019,5.5,Tecnico Profesional,Municipal,Masculino,2020,1446114,No desertor,2021,2,Ingenieria en Informatica
1004,VII - MAULE,19,2016,6.0,Tecnico Profesional,Municipal,Masculino,2017,1446103,No desertor,2021,1,Ingenieria en Informatica
